Date,cpo_pri,cno_pri,rps_pri,pno_pri,sbo_pri,wti_spri
2002-02-01,0.18350515463917522,0.2886247877758913,0.013237790865350152,0.32376578645235365,0.4321299897401636,0.10902605459057074
2002-03-01,0.22886597938144332,0.44312393887945667,0.005303468264667155,0.2721010332950632,0.4726921333301519,0.044199751861042136
2002-04-01,0.2639175257731959,0.5263157894736843,0.0,0.17910447761194026,0.4273579728472239,0.006513647642679865
2002-05-01,0.2927835051546392,0.5959252971137521,0.004228158754311373,0.059701492537313494,0.3700937701319462,0.0
2002-06-01,0.3072164948453608,0.769100169779287,0.04204146988546131,0.06544202066590132,0.33907566032783754,0.010235732009925558
2002-07-01,0.3051546391752577,0.7079796264855687,0.06944620255229417,0.04936854190585538,0.30328553363078903,0.03380893300248139
2002-08-01,0.334020618556701,0.6095076400679116,0.11522515597860344,0.03788748564867972,0.3510057025601869,0.09615384615384615
2002-09-01,0.34639175257731963,0.6146010186757216,0.11926539656605656,0.06199770378874858,0.3295316265419579,0.1237593052109181
2002-10-01,0.3216494845360825,0.599320882852292,0.13419445093313115,0.10218140068886339,0.36293574479253654,0.12174317617866004
2002-11-01,0.3505154639175258,0.5161290322580645,0.19028802374032844,0.11825487944890933,0.40349788838252487,0.0786290322580645
2002-12-01,0.3051546391752577,0.41256366723259763,0.2147695849226991,0.09414466130884047,0.33907566032783754,0.08529776674937967
2003-01-01,0.3051546391752577,0.3548387096774194,0.22231763129150678,0.04362801377726755,0.2913554913984395,0.11445409429280395
2003-02-01,0.3237113402061856,0.366723259762309,0.18268777788072682,0.0,0.31998759275607824,0.13352977667493798
2003-03-01,0.334020618556701,0.3531409168081494,0.14735916251136966,0.003444316877152742,0.3128295674166687,0.12050248138957814
2003-04-01,0.3690721649484536,0.3582342954159592,0.15289230853553032,0.014925373134328401,0.35816372789959683,0.07133995037220842
2003-05-01,0.34432989690721655,0.29881154499151097,0.2050395998387035,0.06888633754305395,0.35577771945312686,0.11290322580645162
2003-06-01,0.3628865979381443,0.2699490662139219,0.2103639478996882,0.06773823191733641,0.37486578702488593,0.14562655086848636
2003-07-01,0.3938144329896907,0.2614601018675722,0.1793470104699128,0.05625717566016075,0.3486196941137172,0.17974565756823813
2003-08-01,0.35876288659793815,0.2410865874363327,0.14898778662414153,0.04592422502870264,0.3605497363460666,0.1426799007444169
2003-09-01,0.32577319587628867,0.19864176570458403,0.16006451857062137,0.0700344431687715,0.3844098208107656,0.06792803970223327
2003-10-01,0.28247422680412376,0.22580645161290325,0.21407011174606,0.14121699196326065,0.3844098208107656,0.041098014888337475
2003-11-01,0.25154639175257737,0.2563667232597623,0.21876806591751702,0.1722158438576349,0.41542793061487426,0.0727357320099255
2003-12-01,0.2639175257731959,0.2971137521222411,0.2483651771976964,0.2422502870264065,0.5204123022595499,0.08374689826302728
2004-01-01,0.25154639175257737,0.2886247877758913,0.2763649840595805,0.3398392652123996,0.4679201164372122,0.1042183622828784
2004-02-01,0.24329896907216492,0.23599320882852293,0.3066615685163991,0.3249138920780712,0.48223616711603157,0.05536600496277916
2004-03-01,0.20412371134020618,0.2275042444821731,0.2890077007298794,0.28128587830080365,0.4870081840089713,0.06653225806451613
2004-04-01,0.25360824742268046,0.30390492359932086,0.24451285477710166,0.2824339839265213,0.5943785641001169,0.0764578163771712
2004-05-01,0.3649484536082474,0.5602716468590832,0.30259000823446974,0.4156142365097589,0.7208370117630216,0.06994416873449127
2004-06-01,0.3505154639175258,0.5263157894736843,0.30191141485414813,0.4948335246842709,0.7518551215671303,0.08545285359801486
2004-07-01,0.31546391752577324,0.4889643463497453,0.250714154283425,0.5154994259471871,0.6922049104053827,0.09041563275434239
2004-08-01,0.3319587628865979,0.431239388794567,0.2682114235975627,0.5177956371986222,0.7136789864236119,0.12903225806451613
2004-09-01,0.4123711340206186,0.46689303904923596,0.25802208299458035,0.537313432835821,0.708906969530672,0.13942307692307687
2004-10-01,0.5237113402061855,0.5331069609507639,0.26950597096925316,0.5258323765786453,0.732767053995371,0.1853287841191067
2004-11-01,0.5649484536082474,0.5483870967741935,0.28595925046751164,0.5189437428243399,0.6778888597265633,0.15012406947890816
2004-12-01,0.536082474226804,0.49915110356536496,0.3121007554571305,0.5223880597014926,0.6516427668153946,0.1805210918114144
2005-01-01,0.7030927835051546,0.5280135823429541,0.2851240586148082,0.52353616532721,0.7470831046741906,0.23666253101736967
2005-02-01,0.7835051546391751,0.5721561969439728,0.24687227176098897,0.52353616532721,0.9188757128200233,0.24736352357320102
2005-03-01,0.7876288659793813,0.5704584040747029,0.2639937047414102,0.5361653272101033,0.8472954594259263,0.32568238213399503
2005-04-01,0.9752577319587628,0.7147707979626485,0.2515284663398109,0.557979334098737,1.0,0.2428660049627791
2005-05-01,1.0,0.6910016977928692,0.25243673747962597,0.5740528128587831,0.9689818901958913,0.1645471464019851
2005-06-01,0.8680412371134021,0.5721561969439728,0.24141220502393995,0.5648679678530425,0.923647729712963,0.21789702233250619
2005-07-01,0.8804123711340206,0.5959252971137521,0.24487825121265944,0.5315729047072332,0.8974016368017943,0.2360421836228288
2005-08-01,0.934020618556701,0.5891341256366722,0.2541071211850328,0.49138920780711837,0.8711555438906253,0.3008684863523573
2005-09-01,0.8061855670103093,0.567062818336163,0.28923737848937286,0.48105625717566014,0.7709431891388896,0.29931761786600486
2005-10-01,0.7773195876288659,0.561969439728353,0.33784554431671515,0.47187141216991957,0.735153062441841,0.2731079404466501
