Date,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2019-11,32.1,23.43333333,0,10.55333333,6.466666667,49.56666667,22.75,31.75,31.8,28.03333333,6.3,42.68333333,74.73333333,0.635,1009.766667,28.03333333,9.216666667,141.9333333,4.383333333
2019-12,31.32258065,22.5483871,0,10.60645161,6.451612903,49.06451613,22.5483871,30.72580645,30.72580645,27.19354839,7.064516129,42.82258065,78.08064516,0.185483871,1010.451613,27.19354839,8.596774194,78.0483871,4.838709677
2020-01,32.58064516,23.67741935,0,9.883870968,6.677419355,49.5483871,21.67741935,31.24193548,31.24193548,28.20967742,6.080645161,48.35483871,70.79032258,0.679032258,1011.629032,28.20967742,9.548387097,98.11290323,4.306451613
2020-02,33.55172414,23.34482759,0,10.10344828,6.862068966,50.10344828,21.13793103,31.55172414,31.55172414,28.48275862,8.172413793,42.34482759,67.5,0.220689655,1012.224138,28.48275862,9.775862069,79.29310345,5.568965517
2020-03,34.12903226,24.29032258,0,9.793548387,7.129032258,49.83870968,22.25806452,33.14516129,33.14516129,29.4516129,5.64516129,48.58064516,68.59677419,0.403225806,1010.983871,29.4516129,9.548387097,126.4032258,3.935483871
2020-04,32.76666667,24.6,0,8.95,6.633333333,50.03333333,22.95,32.91666667,32.91666667,28.81666667,4.866666667,60.86666667,72.41666667,1.163333333,1011.05,28.81666667,9.2,125.45,3.2
2020-05,31.90322581,24.90322581,0,8.432258065,6.580645161,50.4516129,23.27419355,32.59677419,32.59677419,28.53225806,6.5,63.58064516,74.82258065,1.285483871,1009.822581,28.53225806,8.935483871,160.983871,4.483870968
2020-06,31.06666667,24.5,0,8.663333333,6.466666667,50.26666667,22.51666667,31.35,31.35,27.88333333,8.266666667,58.75,73.43333333,1.223333333,1009.833333,27.88333333,9.35,150.85,5.55
2020-07,31.03225806,24.06451613,0,8.65483871,6.322580645,51.06451613,22.37096774,31.08064516,31.08064516,27.69354839,6.806451613,64.43548387,73.62903226,1.003225806,1009.290323,27.69354839,9.258064516,156.6451613,4.661290323
2020-08,32.19354839,24.51612903,0,9.038709677,6.451612903,51.61290323,21.87096774,31.72580645,31.72580645,28.48387097,7.5,56.79032258,68.58064516,0.567741935,1009.532258,28.48387097,9.483870968,140.0967742,5.274193548
2020-09,30.83333333,24.03333333,0,8.52,6.366666667,50.6,21.91666667,30.56666667,30.6,27.5,7.866666667,61.58333333,71.98333333,0.773333333,1010.383333,27.5,9.35,167.0833333,5.533333333
2020-10,31.5483871,24.5483871,0,9.206451613,6.548387097,52.22580645,21.64516129,30.98387097,30.98387097,28,6.693548387,53.29032258,69.88709677,0.440322581,1009.596774,28,9.677419355,198,4.870967742
2020-11,30.33333333,24.2,0,8.05,6.066666667,50.76666667,22.81666667,30.68333333,30.68333333,27.21666667,5.583333333,68.7,77.95,2.163333333,1010.45,27.21666667,8.466666667,182.9333333,3.716666667
