date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2/21/14 12:00,33,21,0,8.8,7,55,No moonrise,11:50 AM,7:26 AM,7:28 PM,23,39,39,33,9,33,56,0.5,1011,33,9,55,8,malaysia
2/22/14 0:00,35,22,0,11.6,6,48,12:23 AM,12:41 PM,7:26 AM,7:28 PM,21,25,25,22,9,41,95,0,1013,22,2,56,5,malaysia
2/22/14 12:00,35,22,0,11.6,6,48,12:23 AM,12:41 PM,7:26 AM,7:28 PM,20,39,39,35,10,22,40,0,1011,35,10,34,9,malaysia
2/23/14 0:00,35,21,0,11.6,7,42,1:18 AM,1:36 PM,7:26 AM,7:28 PM,21,25,25,22,10,20,93,0,1013,22,10,60,6,malaysia
2/23/14 12:00,35,21,0,11.6,7,42,1:18 AM,1:36 PM,7:26 AM,7:28 PM,20,39,39,35,10,19,42,0,1012,35,10,58,9,malaysia
2/24/14 0:00,35,21,0,11.6,7,35,2:15 AM,2:33 PM,7:26 AM,7:28 PM,20,25,25,22,11,12,89,0,1013,22,10,57,6,malaysia
2/24/14 12:00,35,21,0,11.6,7,35,2:15 AM,2:33 PM,7:26 AM,7:28 PM,19,37,37,35,6,43,38,0,1012,35,10,32,5,malaysia
2/25/14 0:00,35,20,0,11.6,7,28,3:13 AM,3:33 PM,7:25 AM,7:28 PM,19,21,24,21,5,29,86,0,1013,21,10,86,3,malaysia
2/25/14 12:00,35,20,0,11.6,7,28,3:13 AM,3:33 PM,7:25 AM,7:28 PM,19,37,37,35,2,29,39,0,1012,35,10,313,2,malaysia
2/26/14 0:00,36,21,0,11.6,7,21,4:12 AM,4:33 PM,7:25 AM,7:28 PM,20,25,25,22,8,29,86,0,1012,22,10,74,4,malaysia
2/26/14 12:00,36,21,0,11.6,7,21,4:12 AM,4:33 PM,7:25 AM,7:28 PM,20,39,39,36,2,23,40,0,1010,36,10,59,2,malaysia
2/27/14 0:00,36,22,0,10.2,7,15,5:11 AM,5:32 PM,7:25 AM,7:28 PM,21,25,25,23,7,53,88,0,1012,23,10,66,4,malaysia
2/27/14 12:00,36,22,0,10.2,7,15,5:11 AM,5:32 PM,7:25 AM,7:28 PM,20,40,40,36,2,32,40,0,1011,36,10,204,2,malaysia
2/28/14 0:00,36,22,0,11.6,7,8,6:07 AM,6:30 PM,7:25 AM,7:28 PM,22,26,26,23,5,25,89,0,1012,23,10,74,3,malaysia
2/28/14 12:00,36,22,0,11.6,7,8,6:07 AM,6:30 PM,7:25 AM,7:28 PM,20,39,39,36,3,37,40,0,1011,36,10,53,3,malaysia
3/1/14 0:00,35,22,0,10.2,7,1,7:02 AM,7:26 PM,7:24 AM,7:28 PM,21,25,25,23,7,21,87,0,1012,23,10,69,5,malaysia
3/1/14 12:00,35,22,0,10.2,7,1,7:02 AM,7:26 PM,7:24 AM,7:28 PM,22,40,40,35,2,61,46,0,1009,35,10,342,2,malaysia
3/2/14 0:00,34,22,0,11.6,6,6,7:55 AM,8:20 PM,7:24 AM,7:27 PM,21,25,25,23,7,69,90,0,1011,23,10,78,4,malaysia
3/2/14 12:00,34,22,0,11.6,6,6,7:55 AM,8:20 PM,7:24 AM,7:27 PM,24,41,41,34,4,36,56,1.6,1009,34,9,280,4,malaysia
3/3/14 0:00,35,23,0,11.6,7,13,8:46 AM,9:14 PM,7:24 AM,7:27 PM,22,26,26,24,5,16,90,0.3,1010,24,9,69,3,malaysia
3/3/14 12:00,35,23,0,11.6,7,13,8:46 AM,9:14 PM,7:24 AM,7:27 PM,24,41,41,35,3,17,53,0.4,1010,35,9,296,3,malaysia
3/4/14 0:00,33,23,0,11.6,6,19,9:38 AM,10:06 PM,7:23 AM,7:27 PM,22,26,26,23,3,37,90,1.1,1012,23,9,78,1,malaysia
3/4/14 12:00,33,23,0,11.6,6,19,9:38 AM,10:06 PM,7:23 AM,7:27 PM,25,40,40,33,5,23,60,0,1011,33,10,229,5,malaysia
3/5/14 0:00,37,22,0,11.6,8,26,10:27 AM,10:58 PM,7:23 AM,7:27 PM,22,26,26,24,6,4,91,0,1013,24,10,63,4,malaysia
3/5/14 12:00,37,22,0,11.6,8,26,10:27 AM,10:58 PM,7:23 AM,7:27 PM,16,39,39,37,1,7,29,0,1011,37,10,18,1,malaysia
3/6/14 0:00,37,22,0,11.6,8,33,11:18 AM,11:49 PM,7:23 AM,7:27 PM,22,27,27,25,5,0,87,0,1012,25,10,86,5,malaysia
3/6/14 12:00,37,22,0,11.6,8,33,11:18 AM,11:49 PM,7:23 AM,7:27 PM,18,40,40,37,2,3,32,0,1011,37,10,3,2,malaysia
3/7/14 0:00,37,22,0,11.6,8,40,12:07 PM,No moonset,7:22 AM,7:27 PM,21,25,25,23,9,40,88,0,1012,23,10,72,5,malaysia
3/7/14 12:00,37,22,0,11.6,8,40,12:07 PM,No moonset,7:22 AM,7:27 PM,19,40,40,37,7,18,37,0,1011,37,10,65,6,malaysia
3/8/14 0:00,37,22,0,11.6,8,46,12:57 PM,12:39 AM,7:22 AM,7:27 PM,21,25,25,23,3,4,87,0,1012,23,10,58,2,malaysia
3/8/14 12:00,37,22,0,11.6,8,46,12:57 PM,12:39 AM,7:22 AM,7:27 PM,19,39,39,37,1,13,35,0,1011,37,10,280,1,malaysia
3/9/14 0:00,37,22,0,11.6,8,53,1:46 PM,1:29 AM,7:22 AM,7:26 PM,20,25,25,23,5,3,82,0,1012,23,10,55,5,malaysia
3/9/14 12:00,37,22,0,11.6,8,53,1:46 PM,1:29 AM,7:22 AM,7:26 PM,19,40,40,37,1,7,34,0,1011,37,10,246,1,malaysia
3/10/14 0:00,36,22,0,11.6,7,60,2:33 PM,2:17 AM,7:21 AM,7:26 PM,21,25,25,23,6,5,87,0,1012,23,10,80,4,malaysia
3/10/14 12:00,36,22,0,11.6,7,60,2:33 PM,2:17 AM,7:21 AM,7:26 PM,19,38,38,36,5,11,36,0,1011,36,10,9,4,malaysia
3/11/14 0:00,38,22,0,11.6,8,67,3:21 PM,3:04 AM,7:21 AM,7:26 PM,20,25,25,22,9,9,87,0,1012,22,10,63,5,malaysia
3/11/14 12:00,38,22,0,11.6,8,67,3:21 PM,3:04 AM,7:21 AM,7:26 PM,16,39,39,38,8,6,28,0,1011,38,10,50,7,malaysia
3/12/14 0:00,36,22,0,11.6,7,73,4:07 PM,3:50 AM,7:21 AM,7:26 PM,21,25,25,23,8,46,85,0,1012,23,10,105,5,malaysia
3/12/14 12:00,36,22,0,11.6,7,73,4:07 PM,3:50 AM,7:21 AM,7:26 PM,19,39,39,36,5,22,37,0,1010,36,10,264,4,malaysia
3/13/14 0:00,36,22,0,11.6,8,80,4:52 PM,4:34 AM,7:20 AM,7:26 PM,20,25,25,22,7,45,85,0,1011,22,10,74,4,malaysia
3/13/14 12:00,36,22,0,11.6,8,80,4:52 PM,4:34 AM,7:20 AM,7:26 PM,21,40,40,36,5,31,42,0.1,1009,36,10,268,4,malaysia
3/14/14 0:00,35,23,0,11.6,8,87,5:38 PM,5:18 AM,7:20 AM,7:25 PM,22,27,27,24,6,6,90,0.1,1011,24,10,78,4,malaysia
3/14/14 12:00,35,23,0,11.6,8,87,5:38 PM,5:18 AM,7:20 AM,7:25 PM,22,40,40,35,3,49,49,0,1010,35,10,191,3,malaysia
3/15/14 0:00,34,22,0,11.6,6,94,6:22 PM,6:01 AM,7:20 AM,7:25 PM,22,25,25,23,9,21,92,0.2,1011,23,9,67,6,malaysia
3/15/14 12:00,34,22,0,11.6,6,94,6:22 PM,6:01 AM,7:20 AM,7:25 PM,23,41,41,34,8,33,53,0,1010,34,10,62,7,malaysia
3/16/14 0:00,31,23,0,8.8,6,100,7:07 PM,6:44 AM,7:19 AM,7:25 PM,23,27,27,24,12,17,94,0.2,1012,24,9,58,8,malaysia
3/16/14 12:00,31,23,0,8.8,6,100,7:07 PM,6:44 AM,7:19 AM,7:25 PM,24,36,36,31,9,100,66,0,1012,31,10,79,8,malaysia
3/17/14 0:00,32,23,0,8.8,6,93,7:53 PM,7:28 AM,7:19 AM,7:25 PM,23,26,26,24,7,100,98,0,1012,23,0,57,5,malaysia
3/17/14 12:00,32,23,0,8.8,6,93,7:53 PM,7:28 AM,7:19 AM,7:25 PM,25,39,39,32,6,68,66,0,1011,32,10,100,5,malaysia
3/18/14 0:00,33,22,0,8.8,7,86,8:40 PM,8:12 AM,7:19 AM,7:25 PM,22,25,25,23,8,36,94,0,1012,23,10,40,5,malaysia
3/18/14 12:00,33,22,0,8.8,7,86,8:40 PM,8:12 AM,7:19 AM,7:25 PM,24,39,39,33,3,76,58,0.1,1011,33,10,89,3,malaysia
3/19/14 0:00,33,22,0,11.6,6,79,9:30 PM,8:59 AM,7:18 AM,7:24 PM,23,26,26,23,7,37,96,0,1011,23,2,64,5,malaysia
3/19/14 12:00,33,22,0,11.6,6,79,9:30 PM,8:59 AM,7:18 AM,7:24 PM,23,39,39,33,1,20,57,1,1010,33,9,296,1,malaysia
3/20/14 0:00,33,22,0,11.6,7,72,10:20 PM,9:47 AM,7:18 AM,7:24 PM,21,25,25,23,4,30,91,0,1011,23,10,21,2,malaysia
3/20/14 12:00,33,22,0,11.6,7,72,10:20 PM,9:47 AM,7:18 AM,7:24 PM,25,40,40,33,9,26,64,2.4,1010,33,9,252,8,malaysia
3/21/14 0:00,35,23,0,11.6,6,66,11:14 PM,10:38 AM,7:17 AM,7:24 PM,22,26,26,23,2,45,94,0.2,1010,23,9,332,1,malaysia
3/21/14 12:00,35,23,0,11.6,6,66,11:14 PM,10:38 AM,7:17 AM,7:24 PM,23,42,42,35,7,28,51,0.2,1007,35,9,238,6,malaysia
3/22/14 0:00,36,22,0,11.6,8,59,No moonrise,11:32 AM,7:17 AM,7:24 PM,22,26,26,23,7,21,93,0.1,1009,23,10,78,4,malaysia
3/22/14 12:00,36,22,0,11.6,8,59,No moonrise,11:32 AM,7:17 AM,7:24 PM,20,40,40,36,1,24,41,0,1008,36,10,50,1,malaysia
3/23/14 0:00,36,22,0,11.6,7,52,12:10 AM,12:27 PM,7:17 AM,7:24 PM,22,26,26,24,12,25,89,0,1010,24,10,72,8,malaysia
3/23/14 12:00,36,22,0,11.6,7,52,12:10 AM,12:27 PM,7:17 AM,7:24 PM,21,41,41,36,2,18,43,0.1,1009,36,10,64,2,malaysia
3/24/14 0:00,23,22,0,11.6,6,45,1:06 AM,1:25 PM,7:16 AM,7:23 PM,22,26,26,24,10,33,90,0,1011,24,10,55,6,malaysia
3/24/14 12:00,23,22,0,11.6,6,45,1:06 AM,1:25 PM,7:16 AM,7:23 PM,22,26,26,23,10,32,92,0,1011,23,9,75,7,malaysia
3/25/14 0:00,32,23,0,8.8,7,38,2:03 AM,2:22 PM,7:16 AM,7:23 PM,23,27,27,25,6,47,92,0,1011,24,6,127,3,malaysia
3/25/14 12:00,32,23,0,8.8,7,38,2:03 AM,2:22 PM,7:16 AM,7:23 PM,23,38,38,32,5,39,62,0,1010,32,10,221,5,malaysia
3/26/14 0:00,31,23,0,8.8,7,32,3:00 AM,3:20 PM,7:15 AM,7:23 PM,23,28,28,25,6,44,93,0,1011,24,7,79,3,malaysia
3/26/14 12:00,31,23,0,8.8,7,32,3:00 AM,3:20 PM,7:15 AM,7:23 PM,24,38,38,32,6,35,63,0,1010,31,10,202,5,malaysia
3/27/14 0:00,36,24,0,11.6,7,25,3:55 AM,4:16 PM,7:15 AM,7:23 PM,23,28,28,25,9,65,89,0.3,1011,24,9,107,5,malaysia
3/27/14 12:00,36,24,0,11.6,7,25,3:55 AM,4:16 PM,7:15 AM,7:23 PM,22,42,42,36,2,27,46,0.5,1007,36,9,194,2,malaysia
3/28/14 0:00,34,23,0,11.6,7,18,4:49 AM,5:11 PM,7:15 AM,7:23 PM,22,27,27,24,1,57,87,0,1009,24,10,41,1,malaysia
3/28/14 12:00,34,23,0,11.6,7,18,4:49 AM,5:11 PM,7:15 AM,7:23 PM,25,41,41,33,8,23,61,0.9,1008,33,9,249,7,malaysia
3/29/14 0:00,33,22,0,11.6,6,11,5:41 AM,6:05 PM,7:14 AM,7:22 PM,23,26,26,24,4,22,94,0.2,1010,24,9,66,2,malaysia
3/29/14 12:00,33,22,0,11.6,6,11,5:41 AM,6:05 PM,7:14 AM,7:22 PM,24,40,40,33,5,25,59,1.7,1008,33,9,254,5,malaysia
3/30/14 0:00,33,23,0,11.6,6,5,6:33 AM,6:59 PM,7:14 AM,7:22 PM,23,27,27,24,4,47,94,0,1009,24,2,24,3,malaysia
3/30/14 12:00,33,23,0,11.6,6,5,6:33 AM,6:59 PM,7:14 AM,7:22 PM,25,41,41,33,5,30,62,0.6,1007,33,9,176,4,malaysia
3/31/14 0:00,34,24,0,11.6,6,2,7:24 AM,7:52 PM,7:13 AM,7:22 PM,23,26,26,24,7,22,93,1.9,1008,24,9,77,5,malaysia
3/31/14 12:00,34,24,0,11.6,6,2,7:24 AM,7:52 PM,7:13 AM,7:22 PM,26,43,43,34,9,17,65,0,1007,34,10,193,8,malaysia
4/1/14 0:00,33,23,0,10.2,6,9,8:14 AM,8:45 PM,7:13 AM,7:22 PM,22,26,26,24,4,67,91,5,1009,24,7,12,2,malaysia
4/1/14 12:00,33,23,0,10.2,6,9,8:14 AM,8:45 PM,7:13 AM,7:22 PM,25,41,41,33,7,23,61,1.1,1007,33,9,234,6,malaysia
4/2/14 0:00,33,24,0,11.6,6,16,9:06 AM,9:37 PM,7:13 AM,7:22 PM,23,26,26,24,6,42,93,2.4,1008,24,10,97,4,malaysia
4/2/14 12:00,33,24,0,11.6,6,16,9:06 AM,9:37 PM,7:13 AM,7:22 PM,25,40,40,33,5,30,65,0.9,1007,33,9,202,5,malaysia
4/3/14 0:00,31,24,0,11.6,7,22,9:56 AM,10:29 PM,7:12 AM,7:21 PM,22,27,27,24,7,51,90,0,1009,24,10,23,4,malaysia
4/3/14 12:00,31,24,0,11.6,7,22,9:56 AM,10:29 PM,7:12 AM,7:21 PM,26,38,38,31,9,46,73,0,1009,31,10,210,8,malaysia
4/4/14 0:00,33,22,0,11.6,6,29,10:47 AM,11:20 PM,7:12 AM,7:21 PM,22,25,25,23,2,25,95,0.7,1010,23,9,23,1,malaysia
4/4/14 12:00,33,22,0,11.6,6,29,10:47 AM,11:20 PM,7:12 AM,7:21 PM,25,40,40,33,5,18,63,1.3,1009,33,9,243,5,malaysia
4/5/14 0:00,29,24,0,10.2,6,36,11:37 AM,No moonset,7:12 AM,7:21 PM,23,26,26,24,9,64,94,0.1,1010,24,2,47,5,malaysia
4/5/14 12:00,29,24,0,10.2,6,36,11:37 AM,No moonset,7:12 AM,7:21 PM,25,34,34,28,6,55,83,0,1011,28,10,230,5,malaysia
4/6/14 0:00,31,23,0,11.6,6,43,12:26 PM,12:09 AM,7:11 AM,7:21 PM,23,26,26,24,10,100,97,0,1012,24,0,342,6,malaysia
4/6/14 12:00,31,23,0,11.6,6,43,12:26 PM,12:09 AM,7:11 AM,7:21 PM,24,36,36,31,4,42,69,0,1011,31,10,192,3,malaysia
4/7/14 0:00,34,22,0,11.6,6,50,1:14 PM,12:58 AM,7:11 AM,7:20 PM,22,25,25,23,6,31,96,0,1012,23,2,77,3,malaysia
4/7/14 12:00,34,22,0,11.6,6,50,1:14 PM,12:58 AM,7:11 AM,7:20 PM,23,40,40,34,8,18,54,0.5,1011,34,9,239,7,malaysia
4/8/14 0:00,33,22,0,10.2,7,56,2:01 PM,1:44 AM,7:10 AM,7:20 PM,22,25,25,23,5,22,94,0,1013,23,10,35,2,malaysia
4/8/14 12:00,33,22,0,10.2,7,56,2:01 PM,1:44 AM,7:10 AM,7:20 PM,24,40,40,33,3,47,60,0.9,1011,33,10,259,3,malaysia
4/9/14 0:00,33,24,0,11.6,7,63,2:47 PM,2:29 AM,7:10 AM,7:20 PM,23,27,27,25,4,27,91,0,1011,25,10,46,2,malaysia
4/9/14 12:00,33,24,0,11.6,7,63,2:47 PM,2:29 AM,7:10 AM,7:20 PM,25,39,39,32,8,29,65,1.1,1009,32,9,238,7,malaysia
4/10/14 0:00,32,22,0,11.6,6,70,3:32 PM,3:13 AM,7:10 AM,7:20 PM,22,25,25,23,5,40,93,0.2,1012,23,9,45,3,malaysia
4/10/14 12:00,32,22,0,11.6,6,70,3:32 PM,3:13 AM,7:10 AM,7:20 PM,25,39,39,32,8,22,67,1.2,1009,32,9,257,7,malaysia
4/11/14 0:00,33,22,0,11.6,6,77,4:16 PM,3:56 AM,7:09 AM,7:20 PM,22,25,25,23,7,27,95,0,1011,23,2,83,4,malaysia
4/11/14 12:00,33,22,0,11.6,6,77,4:16 PM,3:56 AM,7:09 AM,7:20 PM,25,39,39,32,9,35,66,1.4,1009,32,10,249,8,malaysia
4/12/14 0:00,32,22,0,11.6,7,83,5:01 PM,4:39 AM,7:09 AM,7:20 PM,22,25,25,23,6,20,92,0,1011,23,10,17,3,malaysia
4/12/14 12:00,32,22,0,11.6,7,83,5:01 PM,4:39 AM,7:09 AM,7:20 PM,25,39,39,32,5,26,66,0.7,1009,32,10,252,5,malaysia
4/13/14 0:00,34,23,0,11.6,7,90,5:47 PM,5:23 AM,7:09 AM,7:19 PM,23,27,27,24,6,18,91,0.1,1010,24,10,334,4,malaysia
4/13/14 12:00,34,23,0,11.6,7,90,5:47 PM,5:23 AM,7:09 AM,7:19 PM,24,39,39,33,7,28,61,0.9,1009,33,9,255,6,malaysia
4/14/14 0:00,33,22,0,11.6,7,97,6:34 PM,6:07 AM,7:08 AM,7:19 PM,22,25,25,23,4,27,94,0.1,1011,23,10,5,2,malaysia
4/14/14 12:00,33,22,0,11.6,7,97,6:34 PM,6:07 AM,7:08 AM,7:19 PM,26,41,41,33,7,36,66,0,1009,33,10,242,6,malaysia
4/15/14 0:00,34,23,0,11.6,6,96,7:23 PM,6:53 AM,7:08 AM,7:19 PM,22,25,25,23,6,30,93,0.2,1011,23,9,341,3,malaysia
4/15/14 12:00,34,23,0,11.6,6,96,7:23 PM,6:53 AM,7:08 AM,7:19 PM,24,40,40,34,8,23,57,1.3,1009,34,9,264,7,malaysia
4/16/14 0:00,33,23,0,11.6,7,89,8:14 PM,7:42 AM,7:08 AM,7:19 PM,22,26,26,24,4,29,93,0,1011,24,10,46,2,malaysia
4/16/14 12:00,33,23,0,11.6,7,89,8:14 PM,7:42 AM,7:08 AM,7:19 PM,25,39,39,32,9,34,69,0.9,1008,32,9,197,8,malaysia
4/17/14 0:00,33,23,0,11.6,6,83,9:09 PM,8:33 AM,7:07 AM,7:19 PM,22,25,25,23,7,39,92,0.3,1010,23,9,14,4,malaysia
4/17/14 12:00,33,23,0,11.6,6,83,9:09 PM,8:33 AM,7:07 AM,7:19 PM,24,39,39,33,9,49,61,1.2,1008,33,10,244,8,malaysia
4/18/14 0:00,32,23,0,10.2,7,76,10:05 PM,9:27 AM,7:07 AM,7:19 PM,23,26,26,24,6,43,92,0,1010,24,10,61,3,malaysia
4/18/14 12:00,32,23,0,10.2,7,76,10:05 PM,9:27 AM,7:07 AM,7:19 PM,25,39,39,32,5,27,64,2.4,1009,32,9,264,4,malaysia
4/19/14 0:00,31,23,0,11.6,6,69,11:02 PM,10:23 AM,7:07 AM,7:18 PM,23,26,26,23,8,41,95,0,1010,23,2,92,4,malaysia
4/19/14 12:00,31,23,0,11.6,6,69,11:02 PM,10:23 AM,7:07 AM,7:18 PM,26,39,39,31,9,32,73,0,1008,31,10,203,8,malaysia
4/20/14 0:00,33,23,0,10.2,6,62,11:59 PM,11:21 AM,7:06 AM,7:18 PM,22,25,25,23,8,54,93,1.9,1009,23,10,73,4,malaysia
4/20/14 12:00,33,23,0,10.2,6,62,11:59 PM,11:21 AM,7:06 AM,7:18 PM,26,41,41,33,7,25,67,0,1008,33,10,207,6,malaysia
4/21/14 0:00,32,23,0,11.6,6,56,No moonrise,12:18 PM,7:06 AM,7:18 PM,22,26,26,23,6,79,93,2.5,1009,23,7,38,3,malaysia
4/21/14 12:00,32,23,0,11.6,6,56,No moonrise,12:18 PM,7:06 AM,7:18 PM,25,40,40,32,6,23,68,1.1,1009,32,9,214,5,malaysia
4/22/14 0:00,34,22,0,11.6,8,49,12:55 AM,1:15 PM,7:06 AM,7:18 PM,22,25,25,23,2,21,97,0,1011,23,10,13,1,malaysia
4/22/14 12:00,34,22,0,11.6,8,49,12:55 AM,1:15 PM,7:06 AM,7:18 PM,25,42,42,34,4,20,61,0,1009,34,10,305,3,malaysia
4/23/14 0:00,33,23,0,11.6,6,42,1:50 AM,2:10 PM,7:06 AM,7:18 PM,23,26,26,23,6,15,95,0,1011,23,2,351,3,malaysia
4/23/14 12:00,33,23,0,11.6,6,42,1:50 AM,2:10 PM,7:06 AM,7:18 PM,26,42,42,33,8,21,65,1.9,1008,33,9,236,7,malaysia
4/24/14 0:00,31,24,0,11.6,7,35,2:43 AM,3:04 PM,7:05 AM,7:18 PM,22,26,26,24,7,42,92,0,1009,24,10,61,4,malaysia
4/24/14 12:00,31,24,0,11.6,7,35,2:43 AM,3:04 PM,7:05 AM,7:18 PM,26,36,36,30,4,49,79,0,1008,30,10,296,4,malaysia
4/25/14 0:00,33,22,0,11.6,7,29,3:34 AM,3:57 PM,7:05 AM,7:18 PM,22,25,25,23,3,67,97,0,1009,23,10,51,1,malaysia
4/25/14 12:00,33,22,0,11.6,7,29,3:34 AM,3:57 PM,7:05 AM,7:18 PM,24,40,40,33,5,17,60,1,1008,33,9,265,5,malaysia
4/26/14 0:00,34,23,0,11.6,6,22,4:24 AM,4:49 PM,7:05 AM,7:18 PM,22,26,26,23,5,25,92,1.2,1009,23,9,352,3,malaysia
4/26/14 12:00,34,23,0,11.6,6,22,4:24 AM,4:49 PM,7:05 AM,7:18 PM,25,41,41,33,7,20,64,4.9,1008,33,7,210,6,malaysia
4/27/14 0:00,33,24,0,10.2,6,15,5:14 AM,5:41 PM,7:04 AM,7:18 PM,23,26,26,24,5,32,91,7.5,1010,24,7,21,3,malaysia
4/27/14 12:00,33,24,0,10.2,6,15,5:14 AM,5:41 PM,7:04 AM,7:18 PM,26,40,40,32,9,30,72,0,1008,32,10,194,8,malaysia
4/28/14 0:00,33,23,0,11.6,7,8,6:04 AM,6:33 PM,7:04 AM,7:18 PM,22,26,26,24,8,53,93,0,1011,24,10,59,4,malaysia
4/28/14 12:00,33,23,0,11.6,7,8,6:04 AM,6:33 PM,7:04 AM,7:18 PM,25,41,41,33,7,16,61,2.3,1009,33,9,231,6,malaysia
4/29/14 0:00,34,23,0,11.6,6,1,6:54 AM,7:25 PM,7:04 AM,7:18 PM,22,26,26,24,5,26,90,2.9,1010,24,7,351,3,malaysia
4/29/14 12:00,34,23,0,11.6,6,1,6:54 AM,7:25 PM,7:04 AM,7:18 PM,25,41,41,33,8,29,62,1.1,1009,33,9,221,7,malaysia
4/30/14 0:00,32,24,0,11.6,6,5,7:45 AM,8:17 PM,7:04 AM,7:17 PM,23,27,27,25,5,52,90,4.3,1010,25,7,49,3,malaysia
4/30/14 12:00,32,24,0,11.6,6,5,7:45 AM,8:17 PM,7:04 AM,7:17 PM,25,39,39,32,4,31,69,1.1,1008,32,9,242,4,malaysia
5/1/14 0:00,32,24,0,10.2,7,12,8:36 AM,9:09 PM,7:04 AM,7:17 PM,23,26,26,24,6,33,93,0,1010,24,10,74,3,malaysia
5/1/14 12:00,32,24,0,10.2,7,12,8:36 AM,9:09 PM,7:04 AM,7:17 PM,25,39,39,32,5,28,68,1.9,1009,32,9,264,5,malaysia
5/2/14 0:00,34,24,0,11.6,7,19,9:27 AM,10:00 PM,7:03 AM,7:17 PM,23,26,26,24,4,38,94,2.6,1010,24,7,60,2,malaysia
5/2/14 12:00,34,24,0,11.6,7,19,9:27 AM,10:00 PM,7:03 AM,7:17 PM,25,43,43,34,5,13,61,1.5,1009,34,9,203,5,malaysia
5/3/14 0:00,33,24,0,11.6,6,26,10:17 AM,10:49 PM,7:03 AM,7:17 PM,23,28,28,25,8,27,88,2.2,1010,25,9,49,4,malaysia
5/3/14 12:00,33,24,0,11.6,6,26,10:17 AM,10:49 PM,7:03 AM,7:17 PM,26,42,42,33,4,14,66,0.6,1009,33,9,198,3,malaysia
5/4/14 0:00,36,25,0,11.6,7,32,11:06 AM,11:37 PM,7:03 AM,7:17 PM,23,28,28,25,6,23,90,1.9,1009,25,9,65,4,malaysia
5/4/14 12:00,36,25,0,11.6,7,32,11:06 AM,11:37 PM,7:03 AM,7:17 PM,24,44,44,36,5,15,50,0,1007,36,10,176,5,malaysia
5/5/14 0:00,35,24,0,11.6,7,39,11:54 AM,No moonset,7:03 AM,7:17 PM,23,27,27,25,6,26,91,0.2,1009,25,9,62,3,malaysia
5/5/14 12:00,35,24,0,11.6,7,39,11:54 AM,No moonset,7:03 AM,7:17 PM,25,44,44,35,4,25,58,0,1007,35,10,158,4,malaysia
5/6/14 0:00,35,24,0,11.6,8,46,12:40 PM,12:23 AM,7:03 AM,7:17 PM,23,27,27,25,7,18,92,0.1,1009,25,10,65,4,malaysia
5/6/14 12:00,35,24,0,11.6,8,46,12:40 PM,12:23 AM,7:03 AM,7:17 PM,24,43,43,35,3,54,54,0.6,1008,35,10,147,3,malaysia
5/7/14 0:00,36,23,0,11.6,7,53,1:26 PM,1:08 AM,7:03 AM,7:17 PM,23,27,27,24,7,35,92,0.3,1009,24,9,59,4,malaysia
5/7/14 12:00,36,23,0,11.6,7,53,1:26 PM,1:08 AM,7:03 AM,7:17 PM,25,44,44,36,4,37,54,0.3,1009,36,9,241,3,malaysia
5/8/14 0:00,33,23,0,8.8,6,60,2:10 PM,1:51 AM,7:02 AM,7:17 PM,23,27,27,24,9,77,90,0.8,1010,24,10,90,5,malaysia
5/8/14 12:00,33,23,0,8.8,6,60,2:10 PM,1:51 AM,7:02 AM,7:17 PM,26,37,37,29,7,40,84,0,1009,29,10,210,5,malaysia
5/9/14 0:00,36,23,0,11.6,7,66,2:54 PM,2:33 AM,7:02 AM,7:17 PM,23,26,26,23,4,49,96,0,1010,23,2,38,2,malaysia
5/9/14 12:00,36,23,0,11.6,7,66,2:54 PM,2:33 AM,7:02 AM,7:17 PM,24,43,43,36,5,34,51,0.7,1008,36,9,183,4,malaysia
5/10/14 0:00,31,23,0,10.2,7,73,3:39 PM,3:16 AM,7:02 AM,7:17 PM,23,27,27,25,7,43,91,0,1009,25,10,82,4,malaysia
5/10/14 12:00,31,23,0,10.2,7,73,3:39 PM,3:16 AM,7:02 AM,7:17 PM,26,39,39,31,10,34,73,0,1009,31,10,212,8,malaysia
5/11/14 0:00,34,22,0,11.6,8,80,4:25 PM,3:59 AM,7:02 AM,7:17 PM,23,26,26,24,6,17,92,0,1010,24,10,9,3,malaysia
5/11/14 12:00,34,22,0,11.6,8,80,4:25 PM,3:59 AM,7:02 AM,7:17 PM,25,42,42,34,10,15,58,1.3,1009,34,9,237,8,malaysia
5/12/14 0:00,33,22,0,11.6,6,87,5:13 PM,4:44 AM,7:02 AM,7:17 PM,22,26,26,23,5,62,93,0.9,1010,23,10,19,2,malaysia
5/12/14 12:00,33,22,0,11.6,6,87,5:13 PM,4:44 AM,7:02 AM,7:17 PM,25,41,41,33,7,25,62,2.5,1010,33,9,211,6,malaysia
5/13/14 0:00,33,23,0,11.6,6,93,6:04 PM,5:32 AM,7:02 AM,7:17 PM,22,25,25,23,5,42,95,0,1011,23,2,2,3,malaysia
5/13/14 12:00,33,23,0,11.6,6,93,6:04 PM,5:32 AM,7:02 AM,7:17 PM,24,40,40,33,8,15,60,0.8,1008,33,9,236,7,malaysia
